preset,obs_sigma,process_noise_v,drone_cond,p90_err_m,median_err_m,jump_rate,n_laps
baseline,3.0,3.0,same_drone,13.288978048240624,1.7627771182895273,0.08768029571188067,6
baseline,3.0,5.0,cross_drone,14.872630292910754,1.9224918908486188,0.09967000033360192,6
baseline,3.0,5.0,same_drone,11.770752033329876,2.0427347137552547,0.06573991334407302,6
baseline,3.0,8.0,cross_drone,12.895938725606579,2.2224303540268315,0.08186129344675214,6
baseline,3.0,8.0,same_drone,9.823222884407047,2.1565574606291626,0.0327027822746415,6
no_thr,0.5,1.0,cross_drone,104.85725955585553,4.629968138273049,0.327191770080648,6
no_thr,0.5,1.0,same_drone,85.15107180869013,5.68145899146873,0.3177771372909997,6
no_thr,0.5,2.0,cross_drone,99.24458726774269,5.058924199505644,0.33123170676293706,6
no_thr,0.5,2.0,same_drone,87.08095037886282,5.155702108721503,0.31273137510682386,6
no_thr,0.5,3.0,cross_drone,106.44440077968862,4.376849160207006,0.3268451304753258,6
no_thr,0.5,3.0,same_drone,84.73415693596131,7.581203483906137,0.31434257718172826,6
no_thr,0.5,5.0,cross_drone,89.62777668827904,3.820142744524267,0.2700137587897667,6
no_thr,0.5,5.0,same_drone,83.00809606300237,6.298940828345759,0.32416995686135236,6
no_thr,0.5,8.0,cross_drone,97.073959031242,4.438928009810442,0.3035786279654084,6
no_thr,0.5,8.0,same_drone,86.42040130031522,5.362443924806864,0.30334872909519134,6
no_thr,1.0,1.0,cross_drone,45.70960734818186,3.0548113668490657,0.17161692186403932,6
no_thr,1.0,1.0,same_drone,59.151368477514836,3.369976538178945,0.20082839700105884,6
no_thr,1.0,2.0,cross_drone,60.92955199750188,2.411732718941072,0.15175465457301224,6
no_thr,1.0,2.0,same_drone,51.95137097574457,3.5465402668923525,0.2203408904014247,6
no_thr,1.0,3.0,cross_drone,31.873800977457904,2.3057662808009094,0.12322183589028761,6
no_thr,1.0,3.0,same_drone,40.01982740804143,2.7772603234888478,0.17123624609193508,6
no_thr,1.0,5.0,cross_drone,28.304029888459308,2.273960780089061,0.11026223680288845,6
no_thr,1.0,5.0,same_drone,44.083169154787385,3.322215006617069,0.19692841838069178,6
no_thr,1.0,8.0,cross_drone,32.09499699295,2.112520569546369,0.1070650817221579,6
